Date,BTC-USD,^GSPC
2024-06-02,67751.6015625,
2024-06-03,68804.78125,5283.39990234375
2024-06-04,70567.765625,5291.33984375
2024-06-05,71082.8203125,5354.02978515625
2024-06-06,70757.1640625,5352.9599609375
2024-06-07,69342.5859375,5346.990234375
2024-06-08,69305.7734375,
2024-06-09,69647.9921875,
2024-06-10,69512.28125,5360.7900390625
2024-06-11,67332.03125,5375.31982421875
2024-06-12,68241.1875,5421.02978515625
2024-06-13,66756.3984375,5433.740234375
2024-06-14,66011.09375,5431.60009765625
2024-06-15,66191.0,
2024-06-16,66639.046875,
2024-06-17,66490.296875,5473.22998046875
2024-06-18,65140.74609375,5487.02978515625
2024-06-19,64960.296875,
2024-06-20,64828.65625,5473.169921875
2024-06-21,64096.19921875,5464.6201171875
2024-06-22,64252.578125,
2024-06-23,63180.796875,
2024-06-24,60277.4140625,5447.8701171875
2024-06-25,61804.640625,5469.2998046875
2024-06-26,60811.27734375,5477.89990234375
2024-06-27,61604.80078125,5482.8701171875
2024-06-28,60320.13671875,5460.47998046875
2024-06-29,60887.37890625,
2024-06-30,62678.29296875,
2024-07-01,62851.98046875,5475.08984375
2024-07-02,62029.015625,5509.009765625
2024-07-03,60173.921875,5537.02001953125
2024-07-04,56977.703125,
2024-07-05,56662.375,5567.18994140625
2024-07-06,58303.5390625,
2024-07-07,55849.109375,
2024-07-08,56705.09765625,5572.85009765625
2024-07-09,58009.2265625,5576.97998046875
2024-07-10,57742.49609375,5633.91015625
2024-07-11,57344.9140625,5584.5400390625
2024-07-12,57899.46484375,5615.35009765625
2024-07-13,59231.953125,
2024-07-14,60787.79296875,
2024-07-15,64870.15234375,5631.22021484375
2024-07-16,65097.1484375,5667.2001953125
2024-07-17,64118.79296875,5588.27001953125
2024-07-18,63974.06640625,5544.58984375
2024-07-19,66710.15625,5505.0
2024-07-20,67163.6484375,
2024-07-21,68154.5234375,
2024-07-22,67585.25,5564.41015625
2024-07-23,65927.671875,5555.740234375
2024-07-24,65372.1328125,5427.1298828125
2024-07-25,65777.2265625,5399.22021484375
2024-07-26,67912.0625,5459.10009765625
2024-07-27,67813.3359375,
2024-07-28,68255.8671875,
2024-07-29,66819.9140625,5463.5400390625
2024-07-30,66201.015625,5436.43994140625
2024-07-31,64619.25,5522.2998046875
2024-08-01,65357.5,5446.68017578125
2024-08-02,61415.06640625,5346.56005859375
2024-08-03,60680.09375,
2024-08-04,58116.9765625,
2024-08-05,53991.45703125,5186.330078125
2024-08-06,56034.31640625,5240.02978515625
2024-08-07,55027.4609375,5199.5
2024-08-08,61710.13671875,5319.31005859375
2024-08-09,60880.11328125,5344.16015625
2024-08-10,60945.8125,
2024-08-11,58719.484375,
2024-08-12,59354.515625,5344.39013671875
2024-08-13,60609.56640625,5434.43017578125
2024-08-14,58737.26953125,5455.2099609375
2024-08-15,57560.09765625,5543.22021484375
2024-08-16,58894.10546875,5554.25
2024-08-17,59478.97265625,
2024-08-18,58483.96484375,
2024-08-19,59493.453125,5608.25
2024-08-20,59012.79296875,5597.1201171875
2024-08-21,61175.19140625,5620.85009765625
2024-08-22,60381.9140625,5570.64013671875
2024-08-23,64094.35546875,5634.60986328125
2024-08-24,64178.9921875,
2024-08-25,64333.54296875,
2024-08-26,62880.66015625,5616.83984375
2024-08-27,59504.1328125,5625.7998046875
2024-08-28,59027.625,5592.18017578125
2024-08-29,59388.1796875,5591.9599609375
2024-08-30,59119.4765625,5648.39990234375
2024-08-31,58969.8984375,
2024-09-01,57325.48828125,
2024-09-02,59112.48046875,
2024-09-03,57431.0234375,5528.93017578125
2024-09-04,57971.5390625,5520.06982421875
2024-09-05,56160.48828125,5503.41015625
2024-09-06,53948.75390625,5408.419921875
2024-09-07,54139.6875,
2024-09-08,54841.56640625,
2024-09-09,57019.53515625,5471.0498046875
2024-09-10,57648.7109375,5495.52001953125
2024-09-11,57343.171875,5554.1298828125
2024-09-12,58127.01171875,5595.759765625
2024-09-13,60571.30078125,5626.02001953125
2024-09-14,60005.12109375,
2024-09-15,59182.8359375,
2024-09-16,58192.5078125,5633.08984375
2024-09-17,60308.5390625,5634.580078125
2024-09-18,61649.6796875,5618.259765625
2024-09-19,62940.45703125,5713.64013671875
2024-09-20,63192.9765625,5702.5498046875
2024-09-21,63394.83984375,
2024-09-22,63648.7109375,
2024-09-23,63329.80078125,5718.56982421875
2024-09-24,64301.96875,5732.93017578125
2024-09-25,63143.14453125,5722.259765625
2024-09-26,65181.01953125,5745.3701171875
2024-09-27,65790.6640625,5738.169921875
2024-09-28,65887.6484375,
2024-09-29,65635.3046875,
2024-09-30,63329.5,5762.47998046875
2024-10-01,60837.0078125,5708.75
2024-10-02,60632.78515625,5709.5400390625
2024-10-03,60759.40234375,5699.93994140625
2024-10-04,62067.4765625,5751.06982421875
2024-10-05,62089.94921875,
2024-10-06,62818.953125,
2024-10-07,62236.66015625,5695.93994140625
2024-10-08,62131.96875,5751.1298828125
2024-10-09,60582.1015625,5792.0400390625
2024-10-10,60274.5,5780.0498046875
2024-10-11,62445.08984375,5815.02978515625
2024-10-12,63193.0234375,
2024-10-13,62851.375,
2024-10-14,66046.125,5859.85009765625
2024-10-15,67041.109375,5815.259765625
2024-10-16,67612.71875,5842.47021484375
2024-10-17,67399.8359375,5841.47021484375
2024-10-18,68418.7890625,5864.669921875
2024-10-19,68362.734375,
2024-10-20,69001.703125,
2024-10-21,67367.8515625,5853.97998046875
2024-10-22,67361.40625,5851.2001953125
2024-10-23,66432.1953125,5797.419921875
2024-10-24,68161.0546875,5809.85986328125
2024-10-25,66642.4140625,5808.1201171875
2024-10-26,67014.6953125,
2024-10-27,67929.296875,
2024-10-28,69907.7578125,5823.52001953125
2024-10-29,72720.4921875,5832.919921875
2024-10-30,72339.5390625,5813.669921875
2024-10-31,70215.1875,5705.4501953125
2024-11-01,69482.46875,5728.7998046875
2024-11-02,69289.2734375,
2024-11-03,68741.1171875,
2024-11-04,67811.5078125,5712.68994140625
2024-11-05,69359.5625,5782.759765625
2024-11-06,75639.078125,5929.0400390625
2024-11-07,75904.859375,5973.10009765625
2024-11-08,76545.4765625,5995.5400390625
2024-11-09,76778.8671875,
2024-11-10,80474.1875,
2024-11-11,88701.484375,6001.35009765625
2024-11-12,87955.8125,5983.990234375
2024-11-13,90584.1640625,5985.3798828125
2024-11-14,87250.4296875,5949.169921875
2024-11-15,91066.0078125,5870.6201171875
2024-11-16,90558.4765625,
2024-11-17,89845.8515625,
2024-11-18,90542.640625,5893.6201171875
2024-11-19,92343.7890625,5916.97998046875
2024-11-20,94339.4921875,5917.10986328125
2024-11-21,98504.7265625,5948.7099609375
2024-11-22,98997.6640625,5969.33984375
2024-11-23,97777.28125,
2024-11-24,98013.8203125,
2024-11-25,93102.296875,5987.3701171875
2024-11-26,91985.3203125,6021.6298828125
2024-11-27,95962.53125,5998.740234375
2024-11-28,95652.46875,
2024-11-29,97461.5234375,6032.3798828125
2024-11-30,96449.0546875,
2024-12-01,97279.7890625,
2024-12-02,95865.3046875,6047.14990234375
2024-12-03,96002.1640625,6049.8798828125
2024-12-04,98768.53125,6086.490234375
2024-12-05,96593.5703125,6075.10986328125
2024-12-06,99920.7109375,6090.27001953125
2024-12-07,99923.3359375,
2024-12-08,101236.015625,
2024-12-09,97432.71875,6052.85009765625
2024-12-10,96675.4296875,6034.91015625
2024-12-11,101173.03125,6084.18994140625
2024-12-12,100043.0,6051.25
2024-12-13,101459.2578125,6051.08984375
2024-12-14,101372.96875,
2024-12-15,104298.6953125,
2024-12-16,106029.71875,6074.080078125
2024-12-17,106140.6015625,6050.60986328125
2024-12-18,100041.5390625,5872.16015625
2024-12-19,97490.953125,5867.080078125
2024-12-20,97755.9296875,5930.85009765625
2024-12-21,97224.7265625,
2024-12-22,95104.9375,
2024-12-23,94686.2421875,5974.06982421875
2024-12-24,98676.09375,6040.0400390625
2024-12-25,99299.1953125,
2024-12-26,95795.515625,6037.58984375
2024-12-27,94164.859375,5970.83984375
2024-12-28,95163.9296875,
2024-12-29,93530.2265625,
2024-12-30,92643.2109375,5906.93994140625
2024-12-31,93429.203125,5881.6298828125
2025-01-01,94419.7578125,
2025-01-02,96886.875,5868.5498046875
2025-01-03,98107.4296875,5942.47021484375
2025-01-04,98236.2265625,
2025-01-05,98314.9609375,
2025-01-06,102078.0859375,5975.3798828125
2025-01-07,96922.703125,5909.02978515625
2025-01-08,95043.5234375,5918.25
2025-01-09,92484.0390625,
2025-01-10,94701.453125,5827.0400390625
2025-01-11,94566.59375,
2025-01-12,94488.4375,
2025-01-13,94516.5234375,5836.22021484375
2025-01-14,96534.046875,5842.91015625
2025-01-15,100504.4921875,5949.91015625
2025-01-16,99756.90625,5937.33984375
2025-01-17,104462.0390625,5996.66015625
2025-01-18,104408.0703125,
2025-01-19,101089.609375,
2025-01-20,102016.6640625,
2025-01-21,106146.265625,6049.240234375
2025-01-22,103653.0703125,6086.3701171875
2025-01-23,103960.171875,6118.7099609375
2025-01-24,104819.484375,6101.240234375
2025-01-25,104714.6484375,
2025-01-26,102682.5,
2025-01-27,102087.6875,6012.27978515625
2025-01-28,101332.4765625,6067.7001953125
2025-01-29,103703.2109375,6039.31005859375
2025-01-30,104735.3046875,6071.169921875
2025-01-31,102405.0234375,6040.52978515625
2025-02-01,100655.90625,
2025-02-02,97688.9765625,
2025-02-03,101405.421875,5994.56982421875
2025-02-04,97871.8203125,6037.8798828125
2025-02-05,96615.4453125,6061.47998046875
2025-02-06,96593.296875,6083.56982421875
2025-02-07,96529.0859375,6025.990234375
2025-02-08,96482.453125,
2025-02-09,96500.09375,
2025-02-10,97437.5546875,6066.43994140625
2025-02-11,95747.4296875,6068.5
2025-02-12,97885.859375,6051.97021484375
2025-02-13,96623.8671875,6115.06982421875
2025-02-14,97508.96875,6114.6298828125
2025-02-15,97580.3515625,
2025-02-16,96175.03125,
2025-02-17,95773.3828125,
2025-02-18,95539.546875,6129.580078125
2025-02-19,96635.609375,6144.14990234375
2025-02-20,98333.9375,6117.52001953125
2025-02-21,96125.546875,6013.1298828125
2025-02-22,96577.7578125,
2025-02-23,96273.921875,
2025-02-24,91418.171875,5983.25
2025-02-25,88736.171875,5955.25
2025-02-26,84347.0234375,5956.06005859375
2025-02-27,84704.2265625,5861.56982421875
2025-02-28,84373.0078125,5954.5
2025-03-01,86031.9140625,
2025-03-02,94248.3515625,
2025-03-03,86065.671875,5849.72021484375
2025-03-04,87222.1953125,5778.14990234375
2025-03-05,90623.5625,5842.6298828125
2025-03-06,89961.7265625,5738.52001953125
2025-03-07,86742.671875,5770.2001953125
2025-03-08,86154.59375,
2025-03-09,80601.0390625,
2025-03-10,78532.0,5614.56005859375
2025-03-11,82862.2109375,5572.06982421875
2025-03-12,83722.359375,5599.2998046875
2025-03-13,81066.703125,5521.52001953125
2025-03-14,83969.1015625,5638.93994140625
2025-03-15,84343.109375,
2025-03-16,82579.6875,
2025-03-17,84075.6875,5675.1201171875
2025-03-18,82718.5,5614.66015625
2025-03-19,86854.2265625,5675.2900390625
2025-03-20,84167.1953125,5662.89013671875
2025-03-21,84043.2421875,5667.56005859375
2025-03-22,83832.484375,
2025-03-23,86054.375,
2025-03-24,87498.9140625,5767.56982421875
2025-03-25,87471.703125,5776.64990234375
2025-03-26,86900.8828125,5712.2001953125
2025-03-27,87177.1015625,5693.31005859375
2025-03-28,84353.1484375,5580.93994140625
2025-03-29,82597.5859375,
2025-03-30,82334.5234375,
2025-03-31,82548.9140625,5611.85009765625
2025-04-01,85169.171875,5633.06982421875
2025-04-02,82485.7109375,5670.97021484375
2025-04-03,83102.828125,5396.52001953125
2025-04-04,83843.8046875,5074.080078125
2025-04-05,83504.796875,
2025-04-06,78214.484375,
2025-04-07,79235.3359375,5062.25
2025-04-08,76271.953125,4982.77001953125
2025-04-09,82573.953125,5456.89990234375
2025-04-10,79626.140625,5268.0498046875
2025-04-11,83404.8359375,5363.35986328125
2025-04-12,85287.109375,
2025-04-13,83684.9765625,
2025-04-14,84542.390625,5405.97021484375
2025-04-15,83668.9921875,5396.6298828125
2025-04-16,84033.8671875,5275.7001953125
2025-04-17,84895.75,5282.7001953125
2025-04-18,84450.8046875,
2025-04-19,85063.4140625,
2025-04-20,85174.3046875,
2025-04-21,87518.90625,5158.2001953125
2025-04-22,93441.890625,5287.759765625
2025-04-23,93699.109375,5375.85986328125
2025-04-24,93943.796875,5484.77001953125
2025-04-25,94720.5,5525.2099609375
2025-04-26,94646.9296875,
2025-04-27,93754.84375,
2025-04-28,94978.75,5528.75
2025-04-29,94284.7890625,5560.830078125
2025-04-30,94207.3125,5569.06005859375
2025-05-01,96492.3359375,5604.14013671875
2025-05-02,96910.0703125,5686.669921875
2025-05-03,95891.796875,
2025-05-04,94315.9765625,
2025-05-05,94748.0546875,5650.3798828125
2025-05-06,96802.4765625,5606.91015625
2025-05-07,97032.3203125,5631.27978515625
2025-05-08,103241.4609375,5663.93994140625
2025-05-09,102970.8515625,5659.91015625
2025-05-10,104696.328125,
2025-05-11,104106.359375,
2025-05-12,102812.953125,5844.18994140625
2025-05-13,104169.8125,5886.5498046875
2025-05-14,103539.4140625,5892.580078125
2025-05-15,103744.640625,5916.93017578125
2025-05-16,103489.2890625,5958.3798828125
2025-05-17,103191.0859375,
2025-05-18,106446.0078125,
2025-05-19,105606.1796875,5963.60009765625
2025-05-20,106791.0859375,5940.4599609375
2025-05-21,109678.078125,5844.60986328125
2025-05-22,111673.28125,5842.009765625
2025-05-23,107287.796875,5802.81982421875
2025-05-24,107791.15625,
2025-05-25,109035.390625,
2025-05-26,109440.3671875,
2025-05-27,108994.640625,5921.5400390625
2025-05-28,107802.328125,5888.5498046875
2025-05-29,105641.7578125,5912.169921875
2025-05-30,103998.5703125,5911.68994140625
2025-05-31,104638.09375,
2025-06-01,105652.1015625,
2025-06-02,105881.53125,5935.93994140625
2025-06-03,105432.46875,5970.3701171875
2025-06-04,104731.984375,5970.81005859375
2025-06-05,101575.953125,5939.2998046875
2025-06-06,104390.34375,6000.35986328125
2025-06-07,105615.625,
2025-06-08,105793.6484375,
2025-06-09,110294.1015625,6005.8798828125
2025-06-10,110257.234375,6038.81005859375
2025-06-11,108686.625,6022.240234375
2025-06-12,105929.0546875,6045.259765625
2025-06-13,106090.96875,5976.97021484375
2025-06-14,105472.40625,
2025-06-15,105552.0234375,
2025-06-16,106796.7578125,6033.10986328125
2025-06-17,104601.1171875,5982.72021484375
2025-06-18,104883.328125,5980.8701171875
2025-06-19,104684.2890625,
2025-06-20,103309.6015625,5967.83984375
2025-06-21,102257.40625,
2025-06-22,100987.140625,
2025-06-23,105577.7734375,6025.169921875
2025-06-24,106045.6328125,6092.18017578125
2025-06-25,107361.2578125,6092.16015625
2025-06-26,106960.0,6141.02001953125
2025-06-27,107088.4296875,6173.06982421875
2025-06-28,107327.703125,
2025-06-29,108385.5703125,
2025-06-30,107135.3359375,6204.9501953125
2025-07-01,105698.28125,6198.009765625
2025-07-02,108859.3203125,6227.419921875
2025-07-03,109647.9765625,6279.35009765625
2025-07-04,108034.3359375,
2025-07-05,108231.1796875,
2025-07-06,109232.0703125,
2025-07-07,108299.8515625,6229.97998046875
2025-07-08,108950.2734375,6225.52001953125
2025-07-09,111326.5546875,6263.259765625
2025-07-10,115987.203125,6280.4599609375
2025-07-11,117516.9921875,6259.75
2025-07-12,117435.2265625,
2025-07-13,119116.1171875,
2025-07-14,119849.703125,6268.56005859375
2025-07-15,117777.1875,6243.759765625
2025-07-16,118738.5078125,6263.7001953125
2025-07-17,119289.84375,6297.35986328125
2025-07-18,118003.2265625,6296.7900390625
2025-07-19,117939.9765625,
2025-07-20,117300.7890625,
2025-07-21,117439.5390625,6305.60009765625
2025-07-22,119995.4140625,6309.6201171875
2025-07-23,118754.9609375,6358.91015625
2025-07-24,118368.0,6363.35009765625
2025-07-25,117635.8828125,6388.64013671875
2025-07-26,117947.3671875,
2025-07-27,119448.4921875,
2025-07-28,117924.4765625,6389.77001953125
2025-07-29,117922.1484375,6370.85986328125
2025-07-30,117831.1875,6362.89990234375
2025-07-31,115758.203125,6339.39013671875
2025-08-01,113320.0859375,6238.009765625
2025-08-02,112526.9140625,
2025-08-03,114217.671875,
2025-08-04,115071.8828125,6329.93994140625
2025-08-05,114141.4453125,6299.18994140625
2025-08-06,115028.0,6345.06005859375
2025-08-07,117496.8984375,6340.0
2025-08-08,116688.7265625,6389.4501953125
2025-08-09,116500.359375,
2025-08-10,119306.7578125,
2025-08-11,118731.4453125,6373.4501953125
2025-08-12,120172.90625,6445.759765625
2025-08-13,123344.0625,6466.580078125
2025-08-14,118359.578125,6468.5400390625
2025-08-15,117398.3515625,6449.7998046875
2025-08-16,117491.3515625,
2025-08-17,117453.0625,
2025-08-18,116252.3125,6449.14990234375
2025-08-19,112831.1796875,6411.3701171875
2025-08-20,114274.7421875,6395.77978515625
2025-08-21,112419.03125,6370.169921875
2025-08-22,116874.0859375,6466.91015625
2025-08-23,115374.328125,
2025-08-24,113458.4296875,
2025-08-25,110124.3515625,6439.31982421875
2025-08-26,111802.65625,6465.93994140625
2025-08-27,111222.0625,6481.39990234375
2025-08-28,112544.8046875,6501.85986328125
2025-08-29,108410.8359375,6460.259765625
2025-08-30,108808.0703125,
2025-08-31,108236.7109375,
2025-09-01,109250.59375,
2025-09-02,111200.5859375,6415.5400390625
2025-09-03,111723.2109375,6448.259765625
2025-09-04,110723.6015625,6502.080078125
2025-09-05,110650.984375,6481.5
2025-09-06,110224.6953125,
2025-09-07,111167.6171875,
2025-09-08,112071.4296875,6495.14990234375
2025-09-09,111530.546875,6512.60986328125
2025-09-10,113955.359375,6532.0400390625
2025-09-11,115507.5390625,6587.47021484375
2025-09-12,116101.578125,6584.2900390625
2025-09-13,115950.5078125,
2025-09-14,115407.65625,
2025-09-15,115444.875,6615.27978515625
2025-09-16,116843.1875,6606.759765625
2025-09-17,116468.5078125,6600.35009765625
2025-09-18,117137.203125,6631.9599609375
2025-09-19,115688.859375,6664.35986328125
2025-09-20,115721.9609375,
2025-09-21,115306.09375,
2025-09-22,112748.5078125,6693.75
2025-09-23,112014.5,6656.919921875
2025-09-24,113328.6328125,6637.97021484375
2025-09-25,109049.2890625,6604.72021484375
2025-09-26,109712.828125,6643.7001953125
2025-09-27,109681.9453125,
2025-09-28,112122.640625,
2025-09-29,114400.3828125,6661.2099609375
2025-09-30,114056.0859375,6688.4599609375
2025-10-01,118648.9296875,6711.2001953125
2025-10-02,120681.2578125,6715.35009765625
2025-10-03,122266.53125,6715.7900390625
2025-10-04,122425.4296875,
2025-10-05,123513.4765625,
2025-10-06,124752.53125,6740.27978515625
2025-10-07,121451.3828125,6714.58984375
2025-10-08,123354.8671875,6753.72021484375
2025-10-09,121705.5859375,6735.10986328125
2025-10-10,113214.3671875,6552.509765625
2025-10-11,110807.8828125,
2025-10-12,115169.765625,
2025-10-13,115271.078125,6654.72021484375
2025-10-14,113118.6640625,6644.31005859375
2025-10-15,110783.1640625,6671.06005859375
2025-10-16,108186.0390625,6629.06982421875
2025-10-17,106467.7890625,6664.009765625
2025-10-18,107198.265625,
2025-10-19,108666.7109375,
2025-10-20,110588.9296875,6735.1298828125
2025-10-21,108476.890625,6735.35009765625
2025-10-22,107688.5859375,6699.39990234375
2025-10-23,110069.7265625,6738.43994140625
2025-10-24,111033.921875,6791.68994140625
2025-10-25,111641.7265625,
2025-10-26,114472.4453125,
2025-10-27,114119.328125,6875.16015625
2025-10-28,112956.1640625,6890.89013671875
2025-10-29,110055.3046875,6890.58984375
2025-10-30,108305.546875,6822.33984375
2025-10-31,109556.1640625,6840.2001953125
